Barrages_original,Showing_time
支持,258.56
支持,258.56
fa,258.56
支持,258.56
反对,258.56
支持，如果我得了很贵的病或者不好治愈我宁愿安乐死不拖累家人,258.56
抑郁症不能进入安乐死范畴,258.56
老子要杀了他,258.56
我怎么知道是不是会死的安乐,258.56
合法化快点吧，许多人生不如死,258.56
支持,258.56
合法化最好把,258.56
支持,258.56
望中共早日通过,258.56
zhich支持,259.0
有待商榷,259.0
支持,259.0
我支持,259.0
支持安乐死，合法化,259.0
人是没有权利放弃自己的生命的,259.0
